SYMBOL,2023-09-01,2023-01-03,2022-09-15,2023-09-15
POLYCAB,5208.25,2590.9,2652.7,5166.8
POLYMED,1394.35,906.6,910.85,1498.5
POLYPLEX,1223.35,1593.55,2071.2,1170.3
PONNIERODE,398.8,490.6,256.1,431.8
POONAWALLA,409.8,303.85,314.8,388.95
POWERGRID,252.2,215.6,237.6,194.1
POWERINDIA,4380.9,3371.8,3507.4,4303.75
POWERMECH,4235.35,2126.15,1584.3,4297.0
PPAP,227.45,,225.65,267.8
PPL,264.8,166.05,194.0,265.85
PPLPHARMA,103.95,123.9,,101.7
PRAENG,15.3,16.15,14.85,14.0
PRAJIND,494.9,366.55,416.4,587.35
PRAKASH,119.8,58.25,57.8,135.05
PRECAM,260.3,116.2,128.25,274.3
PRECOT,185.95,191.65,261.25,226.1
PRECWIRE,101.05,82.55,88.6,112.65
PRESTIGE,668.45,469.15,471.4,619.9
PRICOLLTD,332.65,192.95,162.55,337.9
PRIMESECU,148.05,103.8,110.95,149.2
PRINCEPIPE,727.4,598.0,602.05,720.9
PRITI,172.9,,211.75,168.15
PRIVISCL,1175.3,1146.25,1427.85,1217.25
PROZONER,30.45,,,28.75
PRSMJOHNSN,130.75,103.45,130.95,133.3
PRUDENT,1121.35,1049.4,691.6,1157.4
PSB,34.8,32.4,16.25,44.65
PSPPROJECT,817.8,716.35,644.9,808.95
PSUBANKICI,45.69,,,50.74
PSUBNKBEES,50.48,48.48,35.88,56.11
PTC,138.8,86.3,84.3,149.3
PTCIL,5960.4,,,5887.35
PTL,33.6,32.35,36.5,36.75
PUNJABCHEM,1149.4,1137.7,1326.5,1137.35
PURVA,109.15,92.5,110.6,110.4
PVRINOX,1779.0,,,1762.25
QGOLDHALF,50.31,47.38,42.81,49.85
QNIFTY,2071.03,1929.46,1890.24,2154.6
QUESS,426.45,409.1,634.4,452.05
QUICKHEAL,219.35,172.75,205.05,225.25
RACE,274.7,,,260.2
RADAAN,1.75,,1.65,1.95
RADHIKAJWE,34.4,152.5,168.9,35.85
RADIANTCMS,95.45,,,94.35
RADICO,1257.5,1043.5,1091.55,1226.9
RAILTEL,241.8,128.15,108.2,222.75
RAIN,164.2,179.8,184.2,175.1
RAINBOW,1054.85,779.1,620.2,1025.95
RAJESHEXPO,500.05,749.05,560.7,528.85
RAJRATAN,744.55,883.1,1244.05,768.1
RAJSREESUG,57.65,59.25,34.2,
RAJTV,48.4,59.2,45.4,48.8
RALLIS,235.25,243.65,240.55,238.9
RAMANEWS,13.05,16.1,17.2,16.2
RAMAPHO,250.55,271.45,335.65,249.4
RAMASTEEL,38.8,182.9,115.9,37.3
RAMCOCEM,888.3,713.25,790.75,894.85
RAMCOIND,190.3,161.25,216.85,182.55
RAMCOSYS,285.15,252.65,282.2,274.2
RAMKY,557.4,311.45,217.75,554.9
RAMRAT,307.85,174.05,463.15,286.6
RANASUG,26.75,26.65,25.35,28.45
RANEHOLDIN,1024.15,907.35,886.3,1203.2
RATEGAIN,617.9,295.0,286.0,577.45
RATNAMANI,2593.7,2020.05,1978.65,2684.65
RAYMOND,2025.3,1495.1,1093.5,2007.25
RBA,123.75,113.25,126.8,128.35
RBL,781.3,733.15,792.05,814.4
RBLBANK,238.05,186.65,130.65,233.15
RCF,121.8,130.55,102.4,130.4
RECLTD,238.8,123.0,106.4,244.9
REDINGTON,156.2,190.2,157.2,158.0
REDTAPE,460.9,,,446.85
REFEX,673.8,274.8,177.15,684.3
RELAXO,924.3,900.35,1065.35,893.4
RELCHEMQ,198.2,193.8,193.25,195.85
RELIANCE,2412.65,2557.05,2562.7,2457.85
RELIGARE,230.2,179.45,169.75,262.05
RENUKA,47.1,58.1,50.85,55.25
REPCOHOME,387.05,230.8,255.9,393.7
REPL,185.85,137.55,172.25,194.7
REPRO,831.9,390.1,496.0,809.65
RESPONIND,245.55,120.25,141.1,336.9
RGL,102.65,100.45,115.8,106.7
RHIM,711.8,864.05,637.15,769.25
RHL,117.55,,,108.8
RICOAUTO,84.65,82.7,60.25,83.65
RIIL,1011.65,940.2,1191.5,971.05
RITES,510.1,337.35,296.25,520.25
RKEC,75.4,44.7,48.0,67.9
RKFORGE,713.1,261.8,207.4,689.4
RML,662.5,416.85,389.8,901.3
ROHLTD,311.35,263.4,261.4,297.8
ROLEXRINGS,2199.05,1767.6,2003.95,2318.25
ROML,44.35,,,44.25
ROSSARI,855.95,726.05,1029.65,828.0
ROSSELLIND,491.65,320.6,301.4,510.45
ROTO,350.9,458.7,478.95,358.45
ROUTE,1553.65,1219.8,1443.65,1591.7
RPGLIFE,1188.1,837.15,752.6,1257.35
RPOWER,19.0,14.8,,19.15
RPPL,157.35,169.1,200.65,164.2
RPSGVENT,639.65,453.25,570.1,630.1
RSWM,211.2,188.5,368.35,196.6
RSYSTEMS,489.25,252.05,233.8,495.15
RTNINDIA,61.15,43.15,54.3,59.6
RTNPOWER,7.0,4.0,5.05,6.95
RUBYMILLS,241.3,200.95,684.3,253.75
RUCHIRA,150.15,126.0,142.65,151.9
RUPA,265.6,282.85,357.85,272.6
RUSHIL,308.35,437.4,653.45,299.0
RUSTOMJEE,606.2,526.6,,590.9
RVNL,138.3,71.95,33.95,170.15
SADHNANIQ,77.4,,,81.6
SAFARI,3671.8,1689.55,1580.3,3522.7
SAGARDEEP,26.2,29.7,32.0,24.95
SAGCEM,235.25,238.35,229.6,234.9
SAH,118.75,,,101.8
SAHYADRI,421.1,,,448.7
SAIL,96.95,88.35,82.25,96.35
SAKAR,352.45,243.05,239.8,326.0
SAKHTISUG,29.9,26.1,23.4,34.85
SAKSOFT,318.55,129.2,1139.75,336.65
SAKUMA,17.3,17.25,16.9,19.7
SALASAR,54.05,52.8,34.1,51.85
SALONA,261.95,265.15,277.35,263.7
SALZERELEC,408.2,265.4,274.0,378.85
SANDESH,1084.2,1172.9,780.65,1040.5
SANDHAR,387.5,227.6,240.05,402.4
SANGAMIND,345.15,235.6,317.75,340.6
SANGHVIMOV,744.25,346.5,262.9,706.4
SANGINITA,22.3,22.7,29.2,23.3
SANOFI,7115.9,5805.8,6042.1,7181.25
SANSERA,944.65,763.4,726.1,964.35
SAPPHIRE,1408.4,1326.0,1440.35,1471.75
SARDAEN,241.75,1117.25,906.8,211.5
SAREGAMA,392.3,389.95,401.7,410.5
SARLAPOLY,47.55,46.85,56.65,51.75
SASKEN,985.0,901.7,928.15,1055.9
SASTASUNDR,288.4,284.25,323.55,284.25
SATIA,130.55,137.25,139.35,133.1
SATIN,207.0,163.35,131.15,241.2
SATINDLTD,114.85,67.5,,117.75
SBCL,576.5,398.25,607.85,548.9
SBFC,86.85,,,85.9
SBGLP,316.45,,,331.6
SBICARD,840.3,792.4,958.65,839.0
SBIETFCON,84.79,76.12,81.11,86.9
SBIETFIT,330.22,301.15,287.54,349.67
SBIETFPB,233.87,221.7,212.5,240.57
SBIETFQLTY,169.16,149.68,153.17,176.29
SBILIFE,1320.55,1268.4,1295.0,1372.65
SBIN,569.55,612.4,572.15,598.8
SCHAEFFLER,3157.6,2752.25,3710.1,3314.4
SCHAND,293.5,179.05,190.75,274.55
SCHNEIDER,355.45,163.25,154.75,351.75
SCI,129.3,148.05,125.65,142.95
SDBL,319.8,115.4,98.7,323.5
SDL24BEES,115.59,110.37,108.82,115.99
SDL26BEES,114.75,109.89,108.28,115.1
SEAMECLTD,638.0,891.7,1126.6,633.1
SECURCRED,20.1,121.35,,18.55
SECURKLOUD,40.9,60.35,71.25,41.45
SELAN,348.25,238.85,303.85,394.4
SENCO,408.1,,,478.75
SEPC,14.3,11.55,9.05,13.15
SEQUENT,92.55,87.8,113.65,91.8
SESHAPAPER,320.85,283.85,287.05,382.35
SETF10GILT,217.37,205.78,203.4,218.7
SETFGOLD,52.02,49.03,44.08,51.53
SETFNIF50,202.48,188.64,184.84,210.27
SETFNIFBK,449.01,435.54,412.72,466.92
SETFNN50,471.73,444.45,475.57,484.08
SFL,1129.4,1291.85,3046.4,1112.9
SGL,14.45,18.2,25.55,14.75
SHAH,2.8,,,2.85
SHAHALLOYS,56.15,70.85,51.45,60.7
SHAILY,1737.65,1595.55,2034.95,1794.1
SHAKTIPUMP,857.4,403.0,556.1,858.5
SHALBY,244.85,157.5,139.2,238.3
SHALPAINTS,160.35,132.3,170.05,157.9
SHANKARA,905.65,660.3,787.95,776.3
SHANTI,16.1,21.2,22.5,16.05
SHANTIGEAR,492.15,337.75,311.15,484.9
SHARDACROP,449.7,504.3,499.95,439.4
SHARDAMOTR,1016.45,737.5,847.6,996.85
SHAREINDIA,1403.6,1210.85,1252.35,1341.0
SHARIABEES,431.99,416.15,405.92,451.25
SHILPAMED,370.5,286.35,388.1,357.6
SHIVALIK,767.05,744.9,896.55,728.65
SHIVAMAUTO,32.7,28.9,41.25,
SHIVAMILLS,72.85,94.05,128.5,74.5
SHIVATEX,155.15,122.4,160.55,145.6
SHK,163.85,143.35,154.25,161.4
SHOPERSTOP,724.6,703.4,747.75,707.35
SHREDIGCEM,97.3,70.9,72.95,91.5
SHREECEM,24139.35,23732.95,23912.6,26794.25
SHREEPUSHK,217.55,184.55,246.95,206.95
SHRENIK,0.95,1.6,2.1,1.1
SHREYAS,338.3,303.45,374.75,365.5
SHRIRAMFIN,1912.05,1349.65,,1922.25
SHRIRAMPPS,95.7,77.9,89.15,86.65
SHYAMCENT,20.35,22.05,26.15,20.35
SHYAMMETL,481.0,327.2,304.0,449.0
SHYAMTEL,7.1,10.95,,7.05
SIEMENS,3887.05,2837.45,3061.25,3810.85
SIGACHI,364.2,277.4,292.85,385.9
SILINV,323.1,348.85,341.45,339.15
SILLYMONKS,19.7,,27.45,
SILVER,76.18,71.42,58.24,73.38
SILVERBEES,73.55,68.67,56.22,70.73
SILVERETF,74.84,,,71.65
SILVERTUC,458.8,353.9,,571.8
SILVRETF,74.6,,,71.88
SIMBHALS,28.8,28.75,22.05,29.3
SINTERCOM,126.2,,85.7,129.15
SIRCA,418.25,672.8,608.6,400.5
SIS,465.25,389.8,449.35,434.45
SIYSIL,534.3,528.55,456.85,613.75
SJS,699.7,492.3,476.25,714.75
SJVN,63.25,35.05,32.45,75.35
SKFINDIA,5141.05,4577.2,4775.8,5177.9
SKIPPER,241.75,125.2,72.6,224.4
SKMEGGPROD,508.35,141.4,,444.65
SMARTLINK,174.55,141.1,141.55,173.85
SMCGLOBAL,78.1,78.85,84.4,79.6
SMLISUZU,1304.25,852.75,805.85,1218.1
SMSLIFE,519.3,629.55,689.6,523.45
SMSPHARMA,128.6,82.65,90.45,127.45
SNOWMAN,54.75,39.9,41.65,52.15
SOBHA,610.2,592.55,712.75,673.45
SOFTTECH,153.9,147.85,169.25,165.45
SOLARA,358.5,438.7,452.55,365.35
SOLARINDS,4753.35,4496.35,3557.35,4646.1
SOMANYCERA,719.2,474.65,620.0,691.3
SONACOMS,592.25,415.45,526.2,599.25
SONAMCLOCK,62.25,48.55,40.1,59.8
SONATSOFTW,1042.65,577.3,572.8,1087.8
SOTL,323.25,303.2,345.45,330.15
SOUTHBANK,23.25,20.4,10.4,24.6
SPAL,583.25,325.25,426.65,545.35
SPANDANA,819.45,603.95,,785.25
SPARC,250.35,210.2,225.5,239.95
SPCENET,23.95,,20.45,22.75
SPECIALITY,212.5,229.25,231.15,205.2
SPENCERS,61.4,66.0,81.2,68.5
SPIC,70.15,84.2,63.4,77.1
SPLIL,63.0,74.85,69.25,64.95
SPLPETRO,489.75,797.2,795.2,488.9
SPORTKING,857.15,726.4,883.25,799.8
SREEL,215.95,216.1,215.0,240.7
SRF,2384.05,2302.85,2820.75,2370.5
SRGHFL,257.75,,,270.4
SRHHYPOLTD,605.35,528.9,873.5,614.35
SSWL,249.45,163.9,862.8,271.05
STAR,438.15,366.2,329.35,493.95
STARCEMENT,161.15,113.75,107.05,163.1
STARHEALTH,636.4,583.5,712.5,647.55
STARPAPER,208.75,187.05,209.3,229.75
STCINDIA,115.5,94.1,87.65,124.5
STEELCAS,681.75,494.15,442.95,722.2
STEELCITY,66.65,62.65,60.35,64.15
STEELXIND,10.4,14.45,13.45,10.35
STERTOOLS,375.05,264.15,230.95,378.0
STLTECH,168.4,175.6,183.25,165.2
STOVEKRAFT,525.65,555.0,703.45,532.95
STYLAMIND,1796.6,1134.3,1107.8,1704.45
STYRENIX,1101.5,,,1087.75
SUBEXLTD,35.75,33.85,35.95,33.45
SUBROS,411.35,304.45,376.15,408.65
SUDARSCHEM,508.75,386.3,457.55,479.9
SUKHJITS,393.1,432.65,,431.95
SULA,491.85,325.15,,484.85
SUMICHEM,438.95,488.95,492.6,426.0
SUMMITSEC,906.25,653.95,710.0,956.25
SUNDARAM,2.55,2.85,3.15,3.2
SUNDARMFIN,2594.2,2301.55,2242.55,2719.3
SUNDARMHLD,121.15,95.1,87.45,118.6
SUNDRMFAST,1274.2,960.15,905.45,1239.55
SUNFLAG,204.6,121.0,93.75,208.8
SUNPHARMA,1109.0,1009.1,874.3,1149.8
SUNTECK,362.85,343.6,462.55,420.4
SUNTV,620.8,486.85,520.35,596.2
SUPERHOUSE,219.45,208.5,217.9,219.0
SUPERSPIN,8.5,8.9,12.25,8.3
SUPRAJIT,426.5,329.95,347.3,413.9
SUPREMEIND,4395.75,2384.4,2057.35,4120.15
SUPRIYA,278.85,239.95,341.85,298.25
SURANAT&P,11.75,12.0,12.4,12.0
SURYALAXMI,65.85,59.9,71.3,69.1
SURYAROSNI,976.15,514.5,502.95,993.5
SURYODAY,176.2,121.7,112.3,166.2
SUTLEJTEX,57.3,62.0,74.5,55.35
SUVEN,65.05,66.35,77.0,75.45
SUVENPHAR,514.5,493.3,479.75,557.3
SUZLON,25.0,10.75,9.15,24.2
SWANENERGY,306.2,329.65,239.6,289.9
SWARAJENG,2018.15,1587.7,1701.95,2033.7
SWELECTES,532.8,343.65,335.75,580.3
SYMPHONY,884.65,933.05,906.4,903.15
SYNCOMF,8.6,8.55,,8.65
SYNGENE,778.55,590.1,570.05,834.5
SYRMA,535.5,277.9,295.65,545.35
TAINWALCHM,130.95,119.6,96.9,129.45
TAJGVK,237.25,212.1,192.3,233.6
TAKE,23.85,23.8,26.3,
TALBROAUTO,1050.8,552.05,484.8,959.65
TANLA,967.25,717.75,810.05,1063.1
TARC,94.8,42.65,47.15,91.2
TARMAT,69.4,54.15,60.4,75.4
TARSONS,526.7,685.1,870.85,537.6
TASTYBITE,16913.75,10532.6,12159.55,16226.55
TATACHEM,1071.15,941.7,1170.3,1070.45
TATACOFFEE,251.25,220.35,236.95,258.45
TATACOMM,1852.4,1336.1,1239.15,1927.7
TATACONSUM,844.15,767.15,837.4,875.9
TATAELXSI,7284.1,6416.65,8885.25,7234.65
TATAINVEST,2450.55,2105.35,2691.3,2470.15
TATAMETALI,952.65,834.15,813.95,980.65
TATAMOTORS,611.2,393.9,447.25,634.25
TATAMTRDVR,406.05,212.45,219.95,429.25
TATAPOWER,255.35,211.35,245.4,263.95
TATASTEEL,127.05,118.45,107.0,131.95
TATASTLLP,811.85,705.2,652.0,833.9
TATVA,1722.15,2143.2,2531.95,1641.2
TBZ,117.2,78.6,78.75,115.3
TCI,812.1,619.65,735.25,784.8
TCIEXP,1409.1,1796.5,1940.4,1486.1
TCNSBRANDS,369.7,536.5,662.95,380.1
TCPLPACK,1911.4,1510.85,1249.6,2096.45
TCS,3379.2,3311.35,3104.35,3598.3
TDPOWERSYS,264.25,141.15,654.6,253.05
TEAMLEASE,2453.45,2527.15,3212.05,2621.05
TECH,32.37,29.41,28.12,34.17
TECHM,1228.05,1023.8,1083.0,1300.05
TECHNOE,534.55,343.85,286.75,513.1
TEGA,982.0,581.65,558.7,958.55
TEJASNET,854.9,601.8,633.25,857.45
TEXINFRA,85.0,60.2,66.1,73.85
TEXRAIL,148.25,59.2,51.15,141.0
TFCILTD,112.6,84.6,62.05,102.3
TFL,10.45,9.8,,10.25
TGBHOTELS,11.05,12.9,13.45,10.0
THANGAMAYL,1255.15,1070.5,1193.75,1237.25
THEINVEST,78.2,91.15,102.85,84.15
THEMISMED,1595.45,1342.4,967.35,1678.5
THERMAX,2800.15,1955.55,2469.2,2728.5
THYROCARE,537.85,614.9,713.6,569.5
TI,215.9,116.25,82.95,215.75
TIDEWATER,1154.6,1000.9,1103.05,1240.35
TIIL,2099.8,900.1,856.75,2154.6
TIINDIA,2988.15,2785.25,2649.25,3319.1
TIMESGTY,69.25,55.55,52.4,65.6
TIMETECHNO,145.85,95.25,119.9,156.85
TIMKEN,3197.85,3158.9,3140.0,3171.35
TINPLATE,398.1,349.4,328.65,410.65
TIPSINDLTD,330.15,1748.2,1655.1,318.5
TIRUMALCHM,229.35,210.85,244.7,226.4
TITAGARH,814.8,,,779.7
TITAN,3116.8,2613.6,2656.15,3248.6
TMB,546.9,483.7,,545.85
TNIDETF,64.66,54.98,57.21,68.14
TNPETRO,89.65,91.0,107.65,95.2
TNPL,258.8,239.05,249.6,270.7
TOKYOPLAST,100.6,99.35,110.9,97.85
TORNTPHARM,1785.8,1544.75,1499.4,1872.0
TORNTPOWER,665.2,499.45,553.7,724.15
TRACXN,76.35,87.15,,75.0
TREEHOUSE,15.6,17.95,13.8,16.7
TREL,33.5,,,42.2
TRENT,2063.1,1347.4,1435.2,2070.25
TRF,230.2,179.8,268.1,245.1
TRIDENT,39.6,34.4,39.45,39.0
TRIGYN,130.7,96.15,108.8,125.75
TRIL,117.2,56.4,47.9,169.7
TRITURBINE,389.35,244.7,220.4,433.35
TRIVENI,315.2,283.05,251.05,384.0
TRU,64.1,71.3,74.75,60.7
TTKHLTCARE,1171.75,999.4,927.3,1163.2
TTKPRESTIG,802.0,802.15,1039.3,786.5
TTL,99.95,90.1,95.4,96.05
TTML,91.6,91.65,,107.9
TV18BRDCST,49.05,37.7,40.7,45.45
TVSELECT,385.75,293.65,288.8,359.45
TVSMOTOR,1454.1,1041.55,1041.55,1502.9
TVSSCS,200.2,,,222.4
TVSSRICHAK,2945.85,3236.15,2719.4,2969.25
TVTODAY,222.3,247.2,300.6,221.8
TVVISION,3.15,,,3.15
UBL,1546.45,1669.8,1690.25,1611.0
UCOBANK,31.2,32.8,12.5,40.4
UDAICEMENT,32.05,31.95,35.85,32.05
UFLEX,472.7,559.6,773.6,443.8
UGARSUGAR,107.55,107.5,64.75,112.05
UGROCAP,299.6,155.15,199.0,294.0
UJJIVAN,478.65,283.0,226.8,509.45
UJJIVANSFB,48.8,30.85,25.25,49.3
ULTRACEMCO,8262.4,6993.6,6790.05,8728.35
UMANGDAIRY,74.8,62.2,68.6,69.2
UMESLTD,4.25,4.75,4.4,
UNICHEMLAB,417.4,308.55,386.4,413.4
UNIDT,221.0,265.3,372.4,255.85
UNIENTER,170.55,135.55,142.95,167.15
UNIONBANK,86.1,82.25,46.45,96.1
UNIPARTS,634.0,573.8,,588.55
UNITEDTEA,343.8,278.95,304.55,318.55
UNIVASTU,93.5,98.6,80.3,95.75
UNIVCABLES,488.35,339.95,226.7,467.6
UNIVPHOTO,400.3,514.25,524.95,396.6
UNOMINDA,609.55,526.9,559.4,623.55
UPL,603.0,719.35,742.6,634.65
URAVI,253.25,,,250.25
URJA,9.9,10.2,,9.9
USHAMART,358.15,190.65,134.05,347.05
USK,30.55,,,35.85
UTIAMC,746.9,846.8,807.0,784.5
UTIBANKETF,45.1,43.88,41.63,46.92
UTINEXT50,46.83,44.72,47.62,48.59
UTINIFTETF,2086.82,1940.12,1900.12,2161.92
UTISENSETF,702.76,651.37,637.32,730.91
UTISXN50,59.16,51.95,54.19,60.91
UTKARSHBNK,48.0,,,50.55
UTTAMSUGAR,377.5,291.9,261.35,431.5
VADILALIND,2631.4,2693.35,2686.65,2578.8
VAIBHAVGBL,449.35,305.0,383.5,441.65
VAISHALI,125.35,137.1,101.0,124.5
VAKRANGEE,15.55,28.25,39.15,17.65
VALIANTORG,504.95,589.6,830.1,505.2
VARDHACRLC,56.95,55.1,59.65,54.95
VARROC,423.1,299.3,402.6,450.8
VASCONEQ,62.2,35.05,27.8,56.55
VASWANI,28.15,18.75,24.1,30.15
VBL,910.45,1306.7,1094.35,915.65
VEDL,236.15,319.55,314.2,236.3
VENKEYS,1978.2,1931.55,2165.1,2013.9
VENUSPIPES,1535.25,724.75,506.85,1537.7
VERANDA,198.85,262.35,347.8,191.6
VESUVIUS,3364.4,1607.8,1485.6,3179.6
VETO,135.45,114.1,117.15,127.1
VGUARD,313.95,261.95,239.25,311.2
VHL,2902.65,2990.45,3524.9,3128.6
VIDHIING,455.9,376.55,430.35,428.45
VIJAYA,505.2,414.1,406.5,492.4
VIKASECO,3.0,3.45,3.5,
VIKASLIFE,4.3,4.75,5.05,6.0
VIMTALABS,571.5,433.5,358.35,553.85
VINATIORGA,1855.85,2001.9,2284.25,1893.1
VINDHYATEL,2313.75,1683.6,1335.3,2395.45
VINEETLAB,52.4,58.1,62.95,51.45
VINYLINDIA,473.7,521.2,872.95,463.0
VIPIND,660.35,680.45,660.6,690.75
VIPULLTD,14.85,,12.85,14.45
VISAKAIND,95.75,445.1,625.85,89.45
VISESHINFO,0.45,,0.7,
VISHAL,17.3,21.5,26.35,19.1
VISHNU,330.1,1483.25,1993.75,344.85
VISHWARAJ,18.35,18.6,18.15,19.0
VIVIDHA,1.0,1.25,1.45,1.05
VLEGOV,36.7,,,36.55
VLSFINANCE,214.05,161.15,155.8,200.9
VMART,2254.7,2987.0,2838.95,2119.4
VOLTAMP,5688.4,2697.85,2566.6,5114.6
VOLTAS,870.05,808.3,960.2,893.95
VRLLOG,679.45,546.0,649.1,736.2
VSSL,216.45,318.45,259.9,211.85
VSTIND,3652.4,3284.4,3198.95,3546.65
VSTTILLERS,3644.75,2291.15,2474.15,3564.6
VTL,391.7,323.7,349.75,394.9
WABAG,495.0,336.55,285.5,462.65
WATERBASE,89.05,76.15,89.8,86.65
WEALTH,314.4,348.75,269.9,314.55
WEBELSOLAR,123.55,94.55,118.75,143.65
WELCORP,338.6,233.55,263.75,397.4
WELENT,286.65,169.4,135.1,297.45
WELSPUNIND,123.45,76.55,84.55,123.45
WENDT,13595.5,7390.6,7882.7,14340.25
WESTLIFE,965.75,763.45,683.15,985.05
WHEELS,725.65,580.9,681.0,799.45
WHIRLPOOL,1631.55,1515.5,1745.95,1640.75
WINDLAS,388.6,244.95,241.75,368.0
WIPRO,416.35,397.05,415.05,441.05
WOCKPHARMA,242.7,229.1,270.9,246.8
WONDERLA,623.15,352.25,373.75,630.9
WORTH,117.15,112.15,125.1,112.15
WSTCSTPAPR,623.25,537.8,570.65,685.85
XCHANGING,91.0,68.85,83.75,94.4
XELPMOC,89.55,135.4,157.7,87.2
XPROINDIA,927.1,689.1,,994.25
YASHO,1805.9,,,1783.95
YATHARTH,373.7,,,386.95
YESBANK,17.35,22.05,17.15,18.3
YUKEN,752.15,541.3,565.15,732.0
ZEEL,262.55,240.1,273.75,274.15
ZEEMEDIA,11.95,15.0,,11.9
ZENSARTECH,533.9,215.7,228.7,527.75
ZFCVINDIA,14807.9,8958.1,9986.05,15410.7
ZIMLAB,129.35,98.65,,117.9
ZODIACLOTH,115.0,99.55,100.8,117.1
ZOMATO,97.2,58.95,64.6,102.95
ZOTA,437.2,349.4,316.65,409.45
ZUARI,160.95,165.55,188.05,162.7
ZUARIIND,143.85,145.0,179.0,151.7
ZYDUSLIFE,613.95,424.65,370.9,645.35
ZYDUSWELL,1633.45,1514.2,1602.85,1615.7
20MICRONS,,93.4,109.45,
3PLAND,,17.2,18.05,22.7
A2ZINFRA,,10.15,12.0,
AAKASH,,6.85,15.25,
AAREYDRUGS,,38.05,40.7,
AARON,,175.15,,
ACCURACY,,165.2,241.65,
ACEINTEG,,55.6,,
ADANITRANS,,2576.55,4105.4,
ADROITINFO,,24.5,16.65,30.15
AGRITECH,,105.7,93.0,
AIROLAM,,86.65,73.65,
AJOONI,,6.75,41.05,4.8
AJRINFRA,,1.45,1.85,
AKG,,36.95,,24.55
ALPSINDUS,,2.4,2.7,2.4
AMBICAAGAR,,25.6,,
AMDIND,,59.1,,
ANIKINDS,,39.8,42.35,
ANMOL,,149.9,181.8,
ANTGRAPHIC,,0.85,1.0,
APOLSINHOT,,1282.3,908.8,
ARCHIDPLY,,72.95,92.65,
ARCHIES,,24.65,19.85,
ARENTERP,,40.65,35.25,
ARROWGREEN,,178.5,118.8,
ARSHIYA,,8.85,13.95,
ARTNIRMAN,,68.75,118.85,
ASIANENE,,72.85,84.3,162.2
ASIANHOTNR,,81.15,93.45,
ATLANTA,,16.4,18.9,
AUTOIND,,78.2,86.7,
AXISCADES,,307.25,176.0,
AXITA,,50.15,310.35,
BAGFILMS,,5.0,,
BCP,,4.95,5.55,
BEARDSELL,,24.4,23.0,
BESTAGRO,,1533.5,1269.25,
BHANDARI,,6.1,6.0,
BIL,,224.35,207.3,
BINDALAGRO,,26.2,29.55,
BROOKS,,108.75,,
BVCL,,25.05,,
CAREERP,,136.4,143.65,
CCHHL,,7.75,,
CENTUM,,689.3,509.25,
CEREBRAINT,,14.05,47.6,
CINELINE,,108.15,125.85,
CLNINDIA,,369.35,436.85,
CMICABLES,,20.8,24.65,
CONSOFINVT,,137.3,147.7,
CORDSCABLE,,83.45,66.05,
CTE,,56.8,72.35,
CUBEXTUB,,37.8,31.1,48.0
CYBERTECH,,132.5,155.85,
DCMFINSERV,,5.45,,4.4
DEEPENR,,130.05,123.6,
DEVIT,,127.15,226.15,
DFMFOODS,,460.25,362.15,
DHANI,,40.2,56.7,
DIGISPICE,,26.8,29.65,
DUCON,,12.65,15.7,
DYCL,,221.25,158.85,
E2E,,179.7,,
EBANK,,4821.19,4549.99,
EBBETF0423,,1209.45,1186.65,
EIMCOELECO,,387.55,396.1,847.6
ELECTHERM,,76.0,84.55,
EMIL,,86.05,,
EQUITAS,,129.4,107.15,
ESSARSHPNG,,9.8,9.75,
EUROTEXIND,,12.15,11.0,
FCONSUMER,,1.6,2.25,
FEL,,1.95,,
FELDVR,,7.85,,
GANGAFORGE,,4.55,6.05,
GAYAHWS,,0.85,,
GEEKAYWIRE,,73.3,72.2,
GENCON,,33.75,33.55,
GINNIFILA,,33.8,38.5,
GKWLIMITED,,554.8,589.2,
GLOBAL,,202.6,307.1,189.05
GLOBALVECT,,53.5,58.55,
GLOBE,,4.6,6.6,4.1
GODHA,,1.9,3.55,
GOLDTECH,,47.65,54.55,
GOYALALUM,,195.2,,
GPTINFRA,,54.8,116.3,
GREENPOWER,,11.6,9.2,
GRPLTD,,2121.15,1974.6,
GSCLCEMENT,,38.5,43.1,
GUJAPOLLO,,198.95,224.55,
HBANKETF,,436.67,414.97,
HCL-INSYS,,16.8,17.3,
HDFC,,2664.7,2459.4,
HDFCMFGETF,,49.0,44.03,
HDFCNIFETF,,197.2,193.89,
HDFCSENETF,,665.88,651.08,
HILTON,,65.95,77.55,164.75
HINDCON,,89.0,101.5,
HIRECT,,230.45,195.45,
HISARMETAL,,144.45,134.5,
HITECHCORP,,221.1,245.2,
HMVL,,55.65,61.15,
HOVS,,50.15,59.05,
HUBTOWN,,45.75,,
IDBIGOLD,,5081.55,4595.9,
IIFLWAM,,1775.1,1706.7,
IITL,,83.35,72.95,
INDOBORAX,,135.8,139.65,
INDOTECH,,184.65,233.8,
INDSWFTLTD,,12.05,9.5,
INEOSSTYRO,,799.0,920.0,
INOXLEISUR,,497.9,522.4,
INSPIRISYS,,59.35,60.0,
IRIS,,78.55,83.2,
IVC,,7.65,9.2,
IVZINNIFTY,,2012.25,1979.15,
IZMO,,76.3,78.15,
JAIBALAJI,,56.25,46.05,
JBFIND,,9.05,12.3,
JBMA,,517.15,400.9,
JETFREIGHT,,20.3,22.55,
JHS,,22.15,25.75,
JISLDVREQS,,19.0,21.45,
JMCPROJECT,,139.1,104.25,
