SYMBOL,2023-09-01,2023-01-03,2022-09-15,2023-09-15
HCLTECH,1185.8,1041.35,919.9,1304.6
HDFCAMC,2431.25,2189.65,2009.75,2726.05
HDFCBANK,1574.7,1639.35,1520.7,1661.75
HDFCBSE500,31.04,,,28.04
HDFCGOLD,51.99,,,51.64
HDFCGROWTH,96.86,87.58,,101.06
HDFCLIFE,641.35,595.6,566.75,644.9
HDFCLIQUID,999.99,,,1000.0
HDFCLOWVOL,149.0,132.0,,153.56
HDFCMID150,148.67,,,152.58
HDFCMOMENT,231.93,195.0,,232.55
HDFCNEXT50,450.19,423.51,450.14,462.46
HDFCNIF100,196.51,184.0,183.14,203.36
HDFCNIFBAN,449.97,,,467.42
HDFCNIFIT,318.3,287.7,,336.5
HDFCNIFTY,212.18,,,220.77
HDFCPVTBAN,233.35,221.0,,240.42
HDFCQUAL,44.0,38.55,,44.2
HDFCSENSEX,718.97,,,745.81
HDFCSILVER,73.5,68.85,56.17,70.72
HDFCSML250,120.72,,,123.4
HDFCVALUE,103.03,91.86,,106.81
HEADSUP,12.45,16.65,13.25,12.1
HEALTHY,9.59,8.08,7.93,9.91
HECPROJECT,44.7,57.4,29.25,46.85
HEG,1745.25,1077.2,1195.15,1745.65
HEIDELBERG,192.25,189.0,195.3,187.8
HEMIPROP,118.3,112.65,103.2,117.85
HERANBA,366.5,500.5,586.8,376.75
HERCULES,351.1,217.6,190.75,323.5
HERITGFOOD,256.05,371.5,329.55,237.9
HEROMOTOCO,2927.4,2720.4,2790.3,3064.85
HESTERBIO,1719.35,1792.8,2144.2,1736.3
HEUBACHIND,461.35,,,491.9
HEXATRADEX,145.75,156.0,166.8,149.8
HFCL,74.85,76.65,79.2,72.9
HGINFRA,922.9,639.45,625.4,985.3
HGS,1005.65,1336.1,1423.95,1020.0
HIKAL,308.45,416.85,372.8,305.45
HIL,2993.5,2716.8,3524.7,3054.3
HIMATSEIDE,147.6,83.1,104.6,146.85
HINDALCO,473.25,479.9,424.4,496.55
HINDCOMPOS,421.35,308.2,393.65,446.9
HINDCOPPER,167.1,116.35,122.0,161.3
HINDMOTORS,14.8,,16.9,15.8
HINDOILEXP,166.0,139.65,156.9,171.35
HINDPETRO,250.25,237.7,238.4,252.25
HINDUNILVR,2504.8,2542.05,2560.4,2469.7
HINDWAREAP,591.4,459.85,399.1,578.35
HINDZINC,319.7,331.65,290.75,321.5
HITECH,77.15,859.55,617.4,87.5
HITECHGEAR,398.0,257.05,235.45,386.35
HLEGLAS,583.85,660.6,3753.0,588.35
HLVLTD,18.25,12.0,9.85,19.75
HMAAGRO,764.1,,,789.85
HNDFDS,549.25,,480.95,548.2
HNGSNGBEES,268.61,292.9,264.9,271.45
HOMEFIRST,863.3,739.9,890.6,849.45
HONAUT,39397.6,41044.8,41889.4,40010.2
HONDAPOWER,2638.15,2219.75,1507.3,2767.35
HPAL,531.05,380.9,445.75,487.5
HPIL,133.5,104.1,,
HPL,232.8,102.2,73.85,221.3
HSCL,233.35,99.7,103.95,241.7
HTMEDIA,24.05,22.25,23.9,25.7
HUDCO,76.4,53.05,39.5,73.1
HUHTAMAKI,259.45,201.75,214.5,263.05
IBMFNIFTY,197.92,191.95,186.69,201.6
IBREALEST,81.15,83.4,81.9,78.1
IBULHSGFIN,197.1,150.65,136.7,191.9
ICEMAKE,491.1,278.6,,502.35
ICICI10GS,218.2,207.0,,219.35
ICICI500,28.67,25.96,26.2,29.66
ICICI5GSEC,53.24,50.65,50.17,53.49
ICICIALPLV,197.82,174.26,176.05,204.17
ICICIAUTO,161.79,127.02,134.08,166.87
ICICIB22,71.59,57.56,55.1,74.7
ICICIBANK,968.7,901.35,917.6,992.45
ICICIBANKN,44.82,43.49,41.33,46.62
ICICIBANKP,230.84,219.41,210.32,238.47
ICICICOMMO,63.63,59.76,,66.29
ICICICONSU,84.87,76.1,81.15,87.05
ICICIFIN,19.79,16.93,,20.36
ICICIFMCG,528.96,450.37,449.6,535.74
ICICIGI,1341.35,1267.6,1234.85,1377.85
ICICIGOLD,51.92,49.07,44.22,51.56
ICICIINFRA,61.3,54.05,54.12,64.12
ICICILIQ,999.99,999.99,1000.0,999.99
ICICILOVOL,161.0,142.82,143.22,165.94
ICICIM150,151.1,122.46,124.53,155.62
ICICIMCAP,119.75,100.67,109.71,122.59
ICICIMOM30,22.58,19.72,20.39,23.27
ICICINF100,212.57,200.75,200.08,220.58
ICICINIFTY,213.11,198.38,194.42,221.44
ICICINV20,111.43,99.83,95.98,116.28
ICICINXT50,46.39,43.8,46.79,47.54
ICICIPHARM,95.67,81.02,79.69,99.33
ICICIPRULI,561.8,468.85,575.2,595.0
ICICIQTY30,160.14,,,166.79
ICICISENSX,727.99,673.99,660.94,753.91
ICICISILVE,76.13,71.35,58.1,73.34
ICICITECH,33.02,30.12,28.68,34.98
ICIL,246.55,141.05,156.7,243.85
ICRA,5708.7,4929.85,3777.8,5726.2
IDBI,60.05,55.9,46.1,69.6
IDEA,10.0,7.95,9.65,11.7
IDEAFORGE,984.8,,,990.8
IDFC,123.5,84.75,69.75,126.45
IDFCFIRSTB,93.4,61.35,52.75,94.55
IDFNIFTYET,208.4,194.0,189.81,216.0
IEX,131.75,142.65,162.6,134.35
IFBAGRO,518.4,539.0,620.85,537.15
IFBIND,960.35,935.65,1044.0,946.55
IFCI,15.9,14.5,11.05,16.75
IFGLEXPOR,474.65,262.25,273.55,485.15
IGARASHI,584.05,419.65,448.85,620.55
IGL,467.05,419.3,435.35,473.4
IGPL,502.85,525.9,615.65,533.6
IIFL,595.2,466.4,362.85,585.35
IIFLSEC,80.25,66.1,78.55,79.55
IKIO,378.65,,,361.25
IMAGICAA,56.7,40.1,,56.4
IMFA,392.9,279.6,267.85,388.95
IMPAL,809.55,730.65,751.3,807.85
INCREDIBLE,29.55,22.3,24.75,29.9
INDBANK,31.8,33.05,23.3,40.65
INDHOTEL,424.25,320.2,333.9,416.65
INDIACEM,260.95,222.35,270.3,247.4
INDIAGLYCO,769.7,775.55,905.35,707.2
INDIAMART,3111.85,4351.15,4697.1,3086.45
INDIANB,377.1,296.8,204.85,397.7
INDIANCARD,212.1,233.65,222.0,265.9
INDIANHUME,285.5,153.85,176.55,262.55
INDIGO,2438.9,2040.95,1902.1,2391.45
INDIGOPNTS,1583.2,1308.25,1580.8,1535.15
INDNIPPON,474.6,406.7,492.3,539.9
INDOAMIN,118.4,93.85,140.4,125.6
INDOCO,311.85,410.65,359.35,362.1
INDORAMA,51.95,59.95,61.95,50.05
INDSWFTLAB,103.65,68.45,60.05,91.15
INDTERRAIN,54.85,75.15,67.05,61.0
INDUSINDBK,1416.55,1240.95,1195.85,1450.0
INDUSTOWER,181.7,189.7,203.8,188.25
INFIBEAM,14.75,16.9,16.65,17.75
INFOBEAN,484.8,533.15,632.1,468.3
INFOMEDIA,5.15,5.3,5.1,5.05
INFRABEES,623.7,551.36,554.47,651.98
INFY,1443.85,1522.55,1432.8,1511.6
INGERRAND,3187.75,1928.35,2053.15,2992.6
INOXGREEN,68.65,47.1,,68.9
INOXWIND,206.05,108.6,157.9,197.65
INSECTICID,506.0,727.25,995.0,496.8
INTELLECT,733.05,447.6,585.3,717.4
INTENTECH,79.35,69.35,81.9,85.7
INTLCONV,84.4,57.15,63.1,83.55
INVENTURE,2.05,2.7,3.2,2.35
IOB,30.1,32.25,19.1,39.5
IOC,89.05,78.5,71.55,91.95
IOLCP,431.3,371.95,397.4,503.4
IONEXCHANG,568.4,2777.9,2236.4,521.95
IPCALAB,866.8,849.95,875.25,930.75
IPL,296.55,249.15,308.85,286.5
IRB,30.4,314.8,232.7,30.85
IRCON,118.7,60.75,42.3,145.9
IRCTC,688.35,644.05,724.35,695.65
IRFC,55.75,33.85,22.3,79.35
IRISDOREME,75.55,251.35,193.5,74.25
ISEC,624.7,502.1,531.2,639.35
ISFT,128.85,147.35,152.25,142.4
ISGEC,694.4,479.7,544.7,735.95
ISMTLTD,80.95,55.55,54.8,76.65
ITBEES,33.07,30.18,28.79,35.07
ITC,441.05,331.1,334.1,448.35
ITDC,389.65,355.35,375.6,388.65
ITDCEM,234.35,123.55,113.8,226.7
ITI,120.4,105.2,111.85,196.55
IVP,165.6,127.65,153.85,173.8
IVZINGOLD,5252.05,4985.55,4479.35,5215.0
IWEL,2715.85,966.35,797.95,2551.05
J&KBANK,88.9,57.9,33.3,104.6
JAGRAN,107.9,75.05,70.6,104.7
JAGSNPHARM,422.25,369.45,387.2,440.95
JAICORPLTD,241.65,151.0,181.3,213.6
JAIPURKURT,91.0,,57.1,80.65
JAMNAAUTO,121.65,105.05,119.9,122.05
JASH,1489.95,854.55,800.3,1354.55
JAYAGROGN,204.7,180.25,220.45,207.6
JAYBARMARU,285.45,162.3,181.15,280.65
JAYNECOIND,32.8,25.7,32.7,39.0
JAYSREETEA,96.85,100.15,99.1,99.3
JBCHEPHARM,2796.15,1982.85,1953.1,2956.95
JCHAC,1310.85,1139.85,1533.9,1288.1
JINDALPHOT,369.9,348.1,352.55,377.0
JINDALPOLY,681.35,783.45,982.4,665.1
JINDALSAW,360.7,110.5,88.4,369.8
JINDALSTEL,701.1,598.5,446.35,711.45
JINDRILL,552.4,292.95,267.85,564.3
JINDWORLD,388.7,435.55,246.85,382.35
JISLJALEQS,62.3,33.45,42.2,61.55
JKCEMENT,3341.0,2964.65,2914.2,3276.8
JKIL,419.9,283.75,301.0,408.1
JKLAKSHMI,667.35,787.05,616.2,654.15
JKPAPER,367.7,416.0,435.25,396.1
JKTYRE,267.65,188.35,186.9,258.7
JMA,79.6,69.55,73.55,77.4
JMFINANCIL,86.1,73.35,67.9,86.0
JOCIL,192.0,198.05,199.9,210.9
JPASSOCIAT,11.25,10.95,9.15,12.95
JPOLYINVST,486.1,453.05,408.15,470.3
JPPOWER,8.2,7.65,8.5,10.1
JSL,463.65,248.7,137.4,491.2
JSWENERGY,354.25,289.95,340.45,398.85
JSWHL,4515.7,4419.05,4782.25,4773.35
JSWSTEEL,806.4,767.9,689.65,812.85
JTEKTINDIA,135.55,145.2,102.85,144.35
JTLIND,417.75,305.35,,218.35
JUBLFOOD,506.05,507.35,634.5,533.4
JUBLINDS,699.4,403.15,,687.2
JUBLINGREA,518.05,534.15,500.8,495.55
JUBLPHARMA,469.85,359.9,331.75,433.55
JUNIORBEES,476.02,448.58,480.38,489.03
JUSTDIAL,765.65,601.3,600.1,717.6
JWL,360.5,98.9,,351.65
JYOTHYLAB,365.55,204.05,190.2,357.15
KABRAEXTRU,440.05,491.3,403.0,464.75
KAJARIACER,1459.0,1150.15,1243.85,1343.0
KAKATCEM,226.1,227.85,230.4,231.6
KALYANKJIL,245.5,124.7,97.4,228.65
KAMDHENU,303.05,384.75,,297.5
KANORICHEM,121.7,152.4,154.75,129.1
KANPRPLA,121.5,103.0,118.5,119.0
KANSAINER,340.0,428.15,505.05,326.65
KAPSTON,157.35,135.25,141.05,161.7
KARURVYSYA,121.75,112.0,84.75,132.95
KAYA,368.85,322.55,365.5,350.65
KAYNES,1990.9,738.35,,2119.25
KCP,115.6,113.0,119.55,119.6
KCPSUGIND,32.55,31.6,22.85,36.5
KDDL,1892.35,1049.8,908.25,1986.45
KEC,669.95,474.3,450.75,660.25
KECL,111.4,63.35,43.8,109.45
KEI,2681.4,1515.4,1524.75,2651.65
KELLTONTEC,90.15,,70.1,91.6
KENNAMET,2822.5,2294.75,2597.8,2757.25
KEYFINSERV,117.45,106.85,137.9,112.35
KFINTECH,443.65,358.25,,464.95
KHADIM,275.1,239.0,282.0,275.45
KHAICHEM,68.8,78.35,82.95,67.7
KICL,2463.3,2178.8,1995.6,2783.55
KIMS,1933.55,1507.4,1241.85,2055.3
KINGFA,2389.3,1309.7,,2359.85
KIOCL,222.8,227.95,210.65,262.2
KIRIINDUS,276.6,471.3,505.5,281.4
KIRLFER,479.1,365.6,258.8,463.75
KIRLOSBROS,830.0,321.1,344.6,813.2
KIRLOSENG,491.65,316.3,248.2,485.3
KIRLOSIND,3553.65,1993.1,1627.45,3487.8
KIRLPNU,624.4,,,609.25
KITEX,198.4,192.75,225.65,198.3
KKCL,673.25,512.2,419.35,696.95
KMSUGAR,31.4,30.4,29.0,33.95
KNRCON,274.35,266.2,251.1,276.15
KOLTEPATIL,452.85,269.35,351.3,456.05
KOPRAN,235.7,148.8,180.65,229.6
KOTAKALPHA,33.89,28.73,30.97,34.64
KOTAKBANK,1771.1,1832.85,1934.15,1813.9
KOTAKBKETF,452.53,441.09,418.23,469.58
KOTAKCONS,83.6,75.56,80.3,87.62
KOTAKGOLD,50.66,47.83,43.11,50.22
KOTAKIT,32.76,29.91,28.54,34.74
KOTAKLIQ,1000.0,,,1000.0
KOTAKLOVOL,15.16,13.47,13.45,15.63
KOTAKMID50,113.98,89.12,89.74,118.02
KOTAKMNC,22.02,19.79,20.17,22.49
KOTAKNIFTY,208.54,194.07,190.42,216.44
KOTAKNV20,114.11,101.73,97.77,118.27
KOTAKPSUBK,450.48,435.96,321.9,504.42
KOTAKSILVE,74.54,69.2,,71.48
KOTHARIPET,126.95,70.25,76.3,121.9
KOTHARIPRO,128.6,147.2,134.15,127.3
KOVAI,2693.6,1719.2,1533.8,2614.55
KPIGREEN,873.4,905.35,901.5,857.3
KPIL,656.1,,,661.35
KPITTECH,1200.7,691.75,594.0,1169.65
KPRMILL,761.6,517.1,590.6,725.05
KRBL,401.45,393.05,358.0,422.2
KRISHANA,430.9,435.3,356.05,420.35
KRITI,110.3,82.45,86.75,105.85
KRSNAA,645.15,457.35,510.55,652.7
KSB,2742.9,1904.35,1940.8,2667.25
KSCL,544.9,512.25,475.85,605.55
KSL,499.4,372.2,332.55,535.3
KTKBANK,218.1,158.0,82.45,228.0
KUANTUM,188.4,143.6,120.35,186.5
L&TFH,126.45,90.4,84.55,128.7
LALPATHLAB,2201.25,2239.3,2363.85,2335.8
LANDMARK,703.5,508.05,,790.55
LAOPALA,432.2,384.5,365.55,423.95
LASA,31.2,31.6,38.85,
LATENTVIEW,455.15,370.45,394.65,427.3
LAURUSLABS,396.45,377.8,530.75,400.95
LAXMICOT,20.15,22.65,25.05,21.2
LAXMIMACH,15132.35,12168.8,12550.45,15161.25
LEMONTREE,108.05,83.75,86.0,121.55
LFIC,138.4,112.95,104.9,145.8
LGBBROSLTD,1059.25,724.05,777.3,1046.9
LGBFORGE,10.15,13.05,13.85,9.25
LIBAS,13.05,18.15,25.55,13.1
LIBERTSHOE,256.75,286.6,191.5,253.85
LICHSGFIN,433.2,421.6,440.35,458.75
LICI,645.75,734.6,672.6,667.5
LICMFGOLD,5419.2,,,5370.0
LICNETFGSC,23.99,22.69,22.63,24.04
LICNETFN50,211.26,196.25,192.81,218.68
LICNETFSEN,717.01,665.74,651.0,742.05
LICNFNHGP,208.31,195.25,195.52,214.99
LIKHITHA,300.75,239.7,358.7,306.85
LINC,648.55,446.95,309.35,715.3
LINCOLN,509.95,354.55,296.45,514.9
LINDEINDIA,6549.35,3482.55,3426.65,5922.0
LIQUID,999.99,,,999.99
LIQUIDBEES,1000.01,1000.0,1000.0,999.99
LIQUIDETF,999.99,999.99,999.99,999.99
LLOYDSME,548.35,,,572.95
LODHA,680.75,1091.4,1040.55,796.25
LORDSCHLO,175.05,,,166.0
LOVABLE,138.8,134.95,170.25,134.2
LOWVOL,148.58,,,154.58
LOYALTEX,649.35,771.55,864.35,662.55
LPDC,7.2,7.9,7.05,7.1
LT,2702.1,2088.95,1957.5,2908.55
LTGILTBEES,24.38,23.07,22.78,24.43
LTIM,5303.35,4349.15,,5532.8
LTTS,4450.7,3707.25,3631.4,4723.95
LUMAXIND,2286.45,1715.9,1767.65,2302.5
LUMAXTECH,376.05,240.05,308.25,375.8
LUPIN,1093.85,737.95,662.9,1150.7
LUXIND,1467.45,1654.35,1914.65,1535.4
LXCHEM,297.85,299.4,382.95,295.1
LYKALABS,117.0,129.95,142.0,113.3
M&M,1591.95,1249.3,1297.05,1601.1
M&MFIN,299.15,234.25,229.9,300.95
MACPOWER,301.55,329.95,283.4,305.25
MADHAV,49.3,44.7,51.85,46.25
MADRASFERT,75.25,72.9,53.1,81.8
MAFANG,64.24,38.04,40.81,64.61
MAGADSUGAR,526.7,325.05,308.1,670.2
MAHABANK,38.35,32.05,19.6,45.1
MAHEPC,127.65,109.25,111.65,119.55
MAHKTECH,14.83,15.09,13.6,14.71
MAHLIFE,568.25,365.7,494.35,578.7
MAHLOG,393.8,503.25,534.15,407.25
MAHSCOOTER,7222.65,4689.9,5270.2,7560.45
MAHSEAMLES,559.1,334.4,833.85,575.45
MAITHANALL,1070.35,1092.4,1064.35,1059.9
MAKEINDIA,99.22,,,101.07
MALLCOM,1046.1,741.55,695.05,1040.85
MALUPAPER,35.15,40.05,37.75,41.3
MANAKALUCO,26.1,22.3,21.8,27.55
MANAKCOAT,18.95,18.1,19.65,
MANAKSIA,141.35,77.7,83.85,143.5
MANAKSTEEL,49.55,35.6,38.85,48.5
MANALIPETC,68.1,82.7,101.35,66.4
MANAPPURAM,151.8,122.1,102.65,141.8
MANGALAM,104.5,136.85,159.75,102.45
MANGCHEFER,111.05,85.8,127.45,109.15
MANGLMCEM,354.9,300.1,368.65,366.75
MANINDS,179.05,78.8,88.2,167.95
MANINFRA,152.5,75.35,98.25,145.45
MANKIND,1716.55,,,1765.65
MANOMAY,129.3,,,143.7
MANORAMA,1947.2,1019.35,1242.4,1826.35
MANORG,389.75,514.45,605.4,385.8
MANUGRAPH,26.15,15.9,15.1,
MANYAVAR,1258.4,1333.4,1427.4,1314.0
MAPMYINDIA,1730.7,1055.7,1387.65,1715.7
MARALOVER,62.25,66.4,68.25,74.95
MARATHON,369.55,227.2,257.5,454.75
MARICO,569.35,510.6,523.7,580.15
MARKSANS,111.35,59.0,53.55,103.05
MARUTI,10331.25,8382.75,9209.75,10525.25
MASFIN,818.25,829.75,745.75,880.7
MASPTOP50,32.9,25.88,26.47,33.13
MASTEK,2365.5,1709.15,1855.85,2382.25
MATRIMONY,635.75,590.4,677.25,591.85
MAWANASUG,99.55,99.5,94.0,115.65
MAXHEALTH,574.95,446.55,439.55,572.45
MAXIND,152.8,98.45,82.9,147.95
MAYURUNIQ,563.5,423.1,540.7,513.95
MAZDOCK,1887.05,834.15,418.4,2270.0
MBAPL,635.9,,,608.15
MCDOWELL-N,1012.45,865.05,853.65,1048.95
MCLEODRUSS,24.8,29.4,23.8,
MCX,1824.0,1478.0,1292.9,1779.65
MEDANTA,706.75,458.9,,701.95
MEDICAMEQ,723.3,845.75,1093.8,676.0
MEDICO,78.4,,,69.75
MEDPLUS,833.1,619.05,703.2,808.25
MENONBE,153.9,104.0,122.35,149.6
MEP,11.75,19.1,15.3,12.45
METROBRAND,1053.25,873.1,802.9,1084.45
METROPOLIS,1362.9,1366.85,1418.35,1476.8
MFL,1003.85,1191.15,1529.35,
MFSL,937.25,709.75,813.0,935.25
MGL,1030.3,856.6,895.55,1053.35
MHRIL,397.55,268.15,293.85,415.25
MID150BEES,151.19,122.7,125.38,155.54
MIDCAPETF,14.92,,,15.34
MIDHANI,411.25,222.6,203.5,420.3
MINDACORP,345.25,204.85,231.65,343.6
MIRZAINT,44.85,244.65,346.3,44.35
MITCON,79.95,64.1,77.15,79.4
MKPL,815.15,,,840.5
MMFL,935.65,829.05,871.05,918.05
MMTC,43.75,38.5,38.1,61.6
MOGSEC,52.66,50.14,49.4,52.88
MOHEALTH,27.99,23.09,23.01,28.92
MOHITIND,15.2,16.6,20.8,15.35
MOIL,242.6,170.65,165.4,230.55
MOKSH,13.05,12.5,14.9,15.0
MOL,83.7,111.45,132.3,84.3
MOLDTECH,378.25,155.25,93.1,339.7
MOLDTKPAC,967.7,989.8,1017.7,940.6
MOLOWVOL,28.39,25.21,24.51,28.7
MOM100,41.99,33.8,34.39,43.43
MOM50,196.71,184.22,179.2,204.48
MOMENTUM,22.45,19.59,20.5,23.07
MOMOMENTUM,44.86,39.28,40.66,46.37
MON100,124.6,90.25,96.9,124.66
MONARCH,349.65,346.85,394.85,339.6
MONQ50,53.29,52.35,55.01,53.87
MONTECARLO,749.6,714.35,863.3,774.1
MOQUALITY,135.1,122.06,126.72,
MORARJEE,20.9,22.8,20.2,21.6
MOREPENLAB,38.7,35.25,34.15,37.6
MOTHERSON,97.8,76.05,128.95,98.45
MOTILALOFS,908.7,711.05,791.8,852.75
MOVALUE,60.25,50.68,52.0,63.78
MPHASIS,2433.2,2004.3,2096.65,2493.15
MPSLTD,1497.35,867.05,710.8,1495.5
MRF,107984.15,88876.15,92868.45,109233.85
MRO-TEK,61.2,60.0,66.35,59.9
MRPL,96.35,57.1,71.35,94.1
MSTCLTD,400.1,302.95,284.6,438.05
MSUMI,65.95,57.5,91.05,65.7
MTARTECH,2723.95,1600.5,1683.0,2602.45
MTNL,25.2,26.1,24.25,27.7
MUKANDLTD,185.95,129.2,114.15,171.95
MUKTAARTS,59.6,53.5,63.85,60.95
MUNJALAU,58.65,48.05,54.3,58.55
MUNJALSHOW,141.65,100.15,106.05,151.0
MUTHOOTCAP,403.75,270.45,244.75,429.65
MUTHOOTFIN,1261.25,1087.25,1059.55,1325.55
NACLIND,82.25,104.95,79.95,78.95
NAGAFERT,8.75,,,8.75
NAHARCAP,287.55,326.95,400.1,323.6
NAHARINDUS,118.85,110.9,129.95,146.7
NAHARPOLY,251.95,267.75,369.8,253.45
NAHARSPING,271.45,279.95,346.35,272.9
NAM-INDIA,317.25,253.15,294.55,333.3
NARMADA,19.45,23.95,,19.85
NATCOPHARM,902.6,563.1,637.75,882.25
NATHBIOGEN,209.35,164.65,180.75,223.45
NATIONALUM,98.35,83.1,79.25,97.35
NAUKRI,4372.35,3917.0,4197.9,4484.6
NAVA,417.8,256.2,216.75,415.2
NAVINFLUOR,4599.15,4034.0,4807.3,4543.55
NAVKARCORP,58.8,66.8,66.5,60.25
NAVNETEDUL,160.35,121.15,144.4,155.95
NAZARA,759.55,611.4,736.9,836.8
NBCC,52.75,41.1,34.7,60.35
NBIFIN,1741.4,1696.8,1927.0,1859.8
NCC,170.95,90.65,73.6,145.35
NCLIND,238.15,176.2,191.6,224.0
NDGL,1671.05,1389.3,1450.45,1759.2
NDL,23.1,26.0,35.25,23.3
NDTV,215.8,344.75,,219.65
NECCLTD,21.9,24.8,26.9,22.2
NECLIFE,26.45,23.8,24.95,25.75
NELCAST,137.55,112.75,87.65,129.8
NELCO,814.65,698.55,952.45,809.05
NEOGEN,1735.55,1249.65,1559.35,1739.5
NESCO,718.4,618.35,631.55,719.3
NESTLEIND,21915.55,19727.3,19009.0,22622.3
NETF,204.87,191.34,187.8,212.66
NETWEB,845.8,,,816.55
NETWORK18,69.15,66.85,71.75,66.15
NEULANDLAB,3792.0,1714.2,1235.25,3684.0
NEWGEN,824.95,375.75,388.95,872.25
NEXT50,453.92,,,465.25
NEXTMEDIA,4.9,,5.7,5.8
NFL,67.95,72.75,51.4,75.7
NGLFINE,2304.4,1522.35,1575.0,1981.4
NH,1024.25,749.65,707.8,1111.25
NHPC,50.25,39.8,38.7,54.8
NIACL,129.95,131.7,93.55,143.2
NIF100BEES,201.97,191.29,190.6,209.48
NIFTYBEES,214.27,199.68,195.69,222.57
NIFTYETF,204.77,,,212.85
NIFTYQLITY,16.13,14.24,14.65,16.86
NIITLTD,82.55,316.1,354.8,123.6
NIITMTS,386.55,,,434.25
NILAINFRA,5.55,6.85,8.1,
NILKAMAL,2421.15,1897.8,2242.85,2367.55
NITCO,21.0,29.0,24.15,19.2
NITINSPIN,313.3,210.1,231.65,293.25
NKIND,40.45,39.1,,38.4
NLCINDIA,136.85,86.05,76.0,131.85
NMDC,130.5,125.6,125.65,149.9
NOCIL,220.0,243.45,278.45,245.9
NOIDATOLL,7.0,7.9,9.25,6.9
NOVARTIND,714.4,667.45,716.9,750.05
NPBET,233.7,225.62,215.28,243.93
NRAIL,349.25,291.1,398.2,371.05
NRBBEARING,268.25,158.2,178.15,274.45
NRL,97.45,,,93.9
NSIL,2543.2,2335.75,1872.25,2562.35
NSLNISP,57.45,,,54.15
NTPC,230.7,167.6,175.1,236.2
NUCLEUS,1011.75,389.3,407.15,1019.2
NUVOCO,344.8,370.1,406.65,364.9
NV20BEES,114.37,102.85,98.74,119.8
NYKAA,135.45,153.5,1335.05,153.55
OAL,388.15,409.8,548.45,374.0
OBCL,51.25,77.05,105.0,51.05
OBEROIRLTY,1127.9,877.15,1076.7,1173.9
OCCL,867.2,790.5,962.55,828.95
OFSS,4136.25,2999.55,3109.7,4298.95
OIL,273.05,211.3,188.25,284.4
OLECTRA,1240.1,515.2,614.7,1254.55
OMAXAUTO,55.45,68.15,71.0,60.8
OMAXE,45.7,72.95,104.95,46.05
ONELIFECAP,12.2,14.45,13.3,13.4
ONGC,181.75,149.55,132.6,186.65
ONMOBILE,117.7,102.25,126.3,112.75
ONWARDTEC,566.5,303.4,233.7,575.9
OPTIEMUS,360.25,308.7,263.75,325.75
ORIENTALTL,7.3,8.4,10.95,7.2
ORIENTBELL,453.1,541.3,662.25,463.25
ORIENTCEM,199.85,131.7,138.7,180.9
ORIENTELEC,235.7,262.95,278.15,223.25
ORIENTHOT,88.7,73.7,74.15,88.45
ORIENTLTD,92.8,64.35,65.45,
ORIENTPPR,49.35,42.1,34.35,53.55
ORISSAMINE,4528.95,2941.05,,4721.2
OSWALAGRO,31.45,41.1,44.5,30.35
OSWALGREEN,26.8,,,24.75
OSWALSEEDS,59.5,,,66.15
PAGEIND,39822.0,42166.35,49182.1,40605.15
PAISALO,63.6,78.45,71.1,63.85
PAKKA,185.05,,,216.45
PALREDTEC,163.75,185.9,163.2,151.5
PANACEABIO,134.85,141.35,139.8,145.9
PANAMAPET,325.0,353.4,311.85,324.05
PARADEEP,72.15,59.0,68.4,71.1
PARAGMILK,199.2,103.1,126.7,199.25
PARAS,785.6,593.75,756.3,759.25
PARSVNATH,9.0,9.95,8.6,9.0
PASUPTAC,38.7,33.6,38.9,35.9
PATELENG,56.5,19.7,25.0,55.4
PAVNAIND,425.05,,,444.85
PAYTM,857.4,535.45,729.75,885.15
PCBL,171.45,131.75,148.45,167.6
PCJEWELLER,26.55,82.9,,26.9
PDMJEPAPER,48.6,47.95,44.9,53.0
PDSL,322.3,350.85,311.25,448.65
PEARLPOLY,24.35,24.15,22.55,26.9
PEL,1078.25,840.7,986.1,1070.8
PENIND,111.15,57.85,47.6,109.4
PENINLAND,35.05,13.1,,31.0
PERSISTENT,5543.3,4048.9,3246.75,5965.65
PETRONET,219.55,216.1,215.5,241.0
PFC,257.4,156.0,118.55,279.4
PFIZER,3815.55,4393.45,4290.75,3905.05
PFOCUS,88.8,74.9,80.0,81.05
PFS,28.85,16.9,15.9,28.15
PGEL,1996.95,1118.1,980.1,1822.25
PGHH,16119.25,13933.05,14683.05,17452.15
PGHL,4838.15,4071.7,4300.0,4928.9
PGIL,835.95,408.9,542.3,963.1
PHARMABEES,15.25,12.75,12.65,15.81
PHOENIXLTD,1849.65,1431.2,1377.55,1851.15
PIDILITIND,2498.25,2537.0,2901.85,2481.5
PIIND,3621.1,3413.1,3278.9,3631.65
PILANIINVS,1995.2,1935.3,2008.3,2216.75
PIONEEREMB,52.05,42.7,49.2,49.85
PITTIENG,655.85,315.75,310.8,616.4
PIXTRANS,1184.75,859.35,900.95,1107.7
PLASTIBLEN,237.8,187.75,234.25,233.4
PNB,65.4,57.8,40.45,74.15
PNBGILTS,63.7,64.25,63.35,67.15
PNBHOUSING,651.65,573.1,413.75,719.55
PNC,39.75,41.6,47.9,37.1
PNCINFRA,331.05,307.6,287.5,370.95
POCL,484.05,,,468.45
PODDARMENT,359.9,270.1,269.95,348.15
POKARNA,578.05,380.25,546.6,495.45
POLICYBZR,769.9,453.85,519.65,772.3
